"poverty_percentage","employed_pop_percentage","bachelors_degree_or_higher_25_64_percentage","median_income","income_per_capita"
0.459110237152636,0.314804208044817,-0.440542408481309,-0.765760316398473,-0.518534907350521
-0.464895675563654,-0.172479812354766,-0.534205466609905,-0.240072200605047,0.678516164975069
1.53941984400315,-0.21581539633921,-1.04857861520313,-1.03927649714365,-1.0691705175049
0.838569783721224,0.685400967867674,-1.24813493299477,0.235353659192413,-0.260954111906078
0.0191192849625862,0.633511485304099,-0.534276919416251,-0.620395675341647,-0.240852167655632
-0.351727861876586,0.810695652932215,0.371536169195141,-0.608948962931607,-0.280070666732482
-0.594130673270511,-1.15765285386457,-0.642122329451447,-0.614026827835309,-0.528585879475744
1.51179398686051,0.35035908394543,-0.408867212854038,-1.38061229728063,-0.798976737432726
-1.66545948824263,1.02468004079884,0.252004023381075,0.982918651625566,1.37617187719644
1.7633637421939,-2.02256521035053,-0.86258870770755,-1.5640178923618,-1.35178020432
0.340757620315944,0.0679056849679859,-1.0206199493202,0.466869872598489,-0.224100547446926
-1.52098175768043,1.66055605608559,0.601841712255793,1.65027059168159,1.30049396943005
1.3850382202653,-2.33686959338939,-1.18863345477366,-1.47872697508098,-0.700437795028578
4.01296096943322,-1.42910955216258,-0.728273924265018,-2.13282482708328,-2.18187225513254
0.837278324441459,0.208725661140623,-0.737647046460401,-0.938235592110658,-0.899289380800148
0.90101579966698,0.151858837874989,0.174090488798655,0.238452017438739,0.487744772480638
0.365527553684425,1.02259390094483,-0.819869217109715,0.87654168516835,0.128668866359923
-1.58701407455549,0.759234352418947,-0.0253425064122915,1.85381551536389,0.776463873724792
0.222467959176789,-0.858598663836282,-1.26819655467689,-0.529682631129749,-0.455667062096674
-0.0518909268217989,-1.57295560279522,-0.204967928240432,-0.558342444908271,-0.0885109626988188
-0.252544052964799,0.0760611344316717,0.455754844080539,-0.280350857807294,0.0468815441644805
-0.623961459787533,0.509663061996324,-0.556982689086136,1.11236117391655,-0.185079126254884
3.51108460239947,-1.06723031347936,-1.3020756941619,-2.03006261191344,-2.26937483598742
-0.195456622309029,0.807344204092501,-0.330308695290816,-0.277768892602022,-0.643285208434172
-0.988476126930815,1.0884058262096,0.0321762607700868,1.19257422629367,0.688172981330675
