"commuters_by_public_transportation_per_1000","households_percentage","pop_65_to_more_percentage","num_hospital_per_1000"
0.0940450851586183,-0.0838598267748033,-0.350202623497198,-0.146770724803523
-0.595353150703508,1.71776386745908,1.08079918123554,1.14441580741566
0.416328571500713,-0.246155882938195,-0.440262720364306,0.132266968487095
-0.491301556929842,0.834530009739263,0.704644875523765,-0.247719676223011
0.37179742298504,-0.112841444586577,-0.340177903419775,0.106133822829437
-0.19668585256795,-0.639897163722358,-0.442975368238006,-0.324963726230625
-0.595353150703508,1.27035333933903,0.246806825885073,-0.0144062498321056
2.38386602462127,-1.09574038373202,-1.03253135455894,-0.101483423820292
-0.595353150703508,-0.644446340496601,-1.18535595618681,-0.237606669554542
-0.595353150703508,0.304956471874876,1.04278770313467,0.440969649996357
-0.595353150703508,0.718146045072544,1.49228698853768,-0.254281580886348
-0.536912919612175,-1.74615583787395,-0.475380421240969,-0.221369459739584
-0.595353150703508,-0.0276134221305458,0.211595769187744,-0.16614726826097
-0.00749171859726021,0.54497426627643,0.520601999258265,-0.26019695402354
-0.595353150703508,-0.910320648578979,-1.282526255683,0.0046240764075144
-0.595353150703508,2.53530222092673,1.33014684381281,0.0218329715708439
-0.595353150703508,-1.7445513455762,-0.796067096724668,0.374252899443161
-0.595353150703508,-0.930136463293036,-1.20906071554597,-0.256186817147093
-0.595353150703508,0.287271562996184,0.753815305417663,0.113824008396004
0.761950230600956,0.0411491983201252,-0.0648831920799719,0.0961349354382726
-0.595353150703508,0.437005917679244,1.00613959867015,-0.22275200970043
-0.595353150703508,-0.61775804533529,0.0166046953702903,0.309826467228872
-0.595353150703508,1.37912884611599,0.243816923732974,0.160367019156183
-0.00269564630734911,0.352098124027036,-0.768796498181834,0.512405106479606
-0.27029792727403,0.341228106698237,2.20244576126346,-0.127611208140581
-0.595353150703508,-0.0815598047946566,-0.224072160776828,-0.264500022184004
0.121500502319547,-0.34418799705148,0.481037928244771,-0.216039084996273
-0.155708178368129,1.19808300042279,0.852121299988519,0.233192310315147
-0.595353150703508,-0.583570801136491,-0.587978518629593,-0.0421843203751872
